Employee ID,Location ID,Clock In Time,Clock In Type,Deleted,External ID,Role
838246,,6/30/2024 11:01:00 AM,Unknown Punch Type,,838246-6/30/24 11:01 AM-,
838224,,6/30/2024 4:00:00 AM,Unknown Punch Type,,838224-6/30/24 4:00 AM-,
838224,,6/30/2024 8:03:00 AM,Unknown Punch Type,,838224-6/30/24 8:03 AM-,
796813,,6/30/2024 4:00:00 AM,Unknown Punch Type,,796813-6/30/24 4:00 AM-,
796813,,6/30/2024 5:30:00 AM,Unknown Punch Type,,796813-6/30/24 5:30 AM-,
808860,,6/30/2024 4:00:00 AM,Unknown Punch Type,,808860-6/30/24 4:00 AM-,
808860,,6/30/2024 8:12:00 AM,Unknown Punch Type,,808860-6/30/24 8:12 AM-,
825478,,6/30/2024 4:00:00 AM,Unknown Punch Type,,825478-6/30/24 4:00 AM-,
825478,,6/30/2024 5:30:00 AM,Unknown Punch Type,,825478-6/30/24 5:30 AM-,
823363,,6/30/2024 4:00:00 AM,Unknown Punch Type,,823363-6/30/24 4:00 AM-,
823363,,6/30/2024 10:00:00 AM,Unknown Punch Type,,823363-6/30/24 10:00 AM-,
617775,,6/30/2024 4:01:00 AM,Unknown Punch Type,,617775-6/30/24 4:01 AM-,
617775,,6/30/2024 8:12:00 AM,Unknown Punch Type,,617775-6/30/24 8:12 AM-,
748967,,6/30/2024 4:03:00 AM,Unknown Punch Type,,748967-6/30/24 4:03 AM-,
748967,,6/30/2024 11:33:00 AM,Unknown Punch Type,,748967-6/30/24 11:33 AM-,
575830,,6/30/2024 4:03:00 AM,Unknown Punch Type,,575830-6/30/24 4:03 AM-,
575830,,6/30/2024 8:52:00 AM,Unknown Punch Type,,575830-6/30/24 8:52 AM-,
732445,,6/30/2024 4:04:00 AM,Unknown Punch Type,,732445-6/30/24 4:04 AM-,
732445,,6/30/2024 8:43:00 AM,Unknown Punch Type,,732445-6/30/24 8:43 AM-,
797757,,6/30/2024 4:05:00 AM,Unknown Punch Type,,797757-6/30/24 4:05 AM-,
797757,,6/30/2024 8:04:00 AM,Unknown Punch Type,,797757-6/30/24 8:04 AM-,
760506,,6/30/2024 4:06:00 AM,Unknown Punch Type,,760506-6/30/24 4:06 AM-,
760506,,6/30/2024 7:45:00 AM,Unknown Punch Type,,760506-6/30/24 7:45 AM-,
733841,,6/30/2024 4:16:00 AM,Unknown Punch Type,,733841-6/30/24 4:16 AM-,
733841,,6/30/2024 8:01:00 AM,Unknown Punch Type,,733841-6/30/24 8:01 AM-,
825718,,6/30/2024 4:31:00 AM,Unknown Punch Type,,825718-6/30/24 4:31 AM-,
825718,,6/30/2024 8:01:00 AM,Unknown Punch Type,,825718-6/30/24 8:01 AM-,
831955,,6/30/2024 4:36:00 AM,Unknown Punch Type,,831955-6/30/24 4:36 AM-,
831955,,6/30/2024 7:10:00 PM,Unknown Punch Type,,831955-6/30/24 7:10 PM-,
550701,,6/30/2024 4:40:00 AM,Unknown Punch Type,,550701-6/30/24 4:40 AM-,
550701,,6/30/2024 1:38:00 PM,Unknown Punch Type,,550701-6/30/24 1:38 PM-,
523657,,6/30/2024 4:48:00 AM,Unknown Punch Type,,523657-6/30/24 4:48 AM-,
523657,,6/30/2024 9:13:00 AM,Unknown Punch Type,,523657-6/30/24 9:13 AM-,
523219,,6/30/2024 4:52:00 AM,Unknown Punch Type,,523219-6/30/24 4:52 AM-,
523219,,6/30/2024 9:46:00 AM,Unknown Punch Type,,523219-6/30/24 9:46 AM-,
799854,,6/30/2024 4:54:00 AM,Unknown Punch Type,,799854-6/30/24 4:54 AM-,
743305,,6/30/2024 5:00:00 AM,Unknown Punch Type,,743305-6/30/24 5:00 AM-,
743305,,6/30/2024 2:00:00 PM,Unknown Punch Type,,743305-6/30/24 2:00 PM-,
834989,,6/30/2024 5:00:00 AM,Unknown Punch Type,,834989-6/30/24 5:00 AM-,
834989,,6/30/2024 10:02:00 AM,Unknown Punch Type,,834989-6/30/24 10:02 AM-,
794883,,6/30/2024 5:00:00 AM,Unknown Punch Type,,794883-6/30/24 5:00 AM-,
799854,,6/30/2024 10:17:00 AM,Unknown Punch Type,,799854-6/30/24 10:17 AM-,
794883,,6/30/2024 8:00:00 AM,Unknown Punch Type,,794883-6/30/24 8:00 AM-,
769786,,6/30/2024 4:54:00 AM,Unknown Punch Type,,769786-6/30/24 4:54 AM-,
503132,,6/30/2024 5:00:00 AM,Unknown Punch Type,,503132-6/30/24 5:00 AM-,
769786,,6/30/2024 10:18:00 AM,Unknown Punch Type,,769786-6/30/24 10:18 AM-,
503132,,6/30/2024 10:27:00 AM,Unknown Punch Type,,503132-6/30/24 10:27 AM-,
803272,,6/30/2024 4:55:00 AM,Unknown Punch Type,,803272-6/30/24 4:55 AM-,
710195,,6/30/2024 5:00:00 AM,Unknown Punch Type,,710195-6/30/24 5:00 AM-,
803272,,6/30/2024 11:12:00 A4 4:54 AM-,
743305,,6/30/2024 5:00:00 AM,Unknown Punch Type,,743305-6/30/24 5:00 AM-,
743305,,6/30/2024 2:00:00 PM,Unknown Punch Type,,743305-6/30/24 2:00 PM-,
834989,,6/30/2024 5:00:00 AM,Unknown Punch Type,,834989-6/30/24 5:00 AM-,
834989,,6/30/2024 10:02:00 AM,Unknown Punch Type,,834989-6/30/24 10:02 AM-,
794883,,6/30/2024 5:00:00 AM,Unknown Punch Type,,794883-6/30/24 5:00 AM-,
799854,,6/30/2024 10:17:00 AM,Unknown Punch Type,,799854-6/30/24 10:17 AM-,
794883,,6/30/2024 8:00:00 AM,Unknown Punch Type,,794883-6/30/24 8:00 AM-,
769786,,6/30/2024 4:54:00 AM,Unknown Punch Type,,769786-6/30/24 4:54 AM-,
503132,,6/30/2024 5:00:00 AM,Unknown Punch Type,,503132-6/30/24 5:00 AM-,
769786,,6/30/2024 10:18:00 AM,Unknown Punch Type,,769786-6/30/24 10:18 AM-,
503132,,6/30/2024 10:27:00 AM,Unknown Punch Type,,503132-6/30/24 10:27 AM-,
803272,,6/30/2024 4:55:00 AM,Unknown Punch Type,,803272-6/30/24 4:55 AM-,
710195,,6/30/2024 5:00:00 AM,Unknown Punch Type,,710195-6/30/24 5:00 AM-,
803272,,6/30/2024 11:12:00 AM,Unknown Punch Type,,803272-6/30/24 11:12 AM-,
710195,,6/30/2024 9:45:00 AM,Unknown Punch Type,,710195-6/30/24 9:45 AM-,
835010,,6/30/2024 4:56:00 AM,Unknown Punch Type,,835010-6/30/24 4:56 AM-,
839041,,6/30/2024 5:00:00 AM,Unknown Punch Type,,839041-6/30/24 5:00 AM-,
835010,,6/30/2024 11:28:00 AM,Unknown Punch Type,,835010-6/30/24 11:28 AM-,wn Punch Type,,794883-6/30/24 5:00 AM-,
799854,,6/30/2024 10:17:00 AM,Unkn
838332,,6/30/2024 5:00:00 AM,Unknown Punch Type,,838332-6/30/24 5:00 AM-,
737080,,6/30/2024 4:56:00 AM,Unknown Punch Type,,737080-6/30/24 4:56 AM-,
838332,,6/30/2024 10:28:00 AM,Unknown Punch Type,,838332-6/30/24 10:28 AM-,
737080,,6/30/2024 11:01:00 AM,Unknown Punch Type,,737080-6/30/24 11:01 AM-,
835948,,6/30/2024 5:00:00 AM,Unknown Punch Type,,835948-6/30/24 5:00 AM-,
829244,,6/30/2024 4:57:00 AM,Unknown Punch Type,,829244-6/30/24 4:57 AM-,
835948,,6/30/2024 9:50:00 AM,Unknown Punch Type,,835948-6/30/24 9:50 AM-,
829244,,6/30/2024 9:00:00 AM,Unknown Punch Type,,829244-6/30/24 9:00 7342
,,6/30/2024 5:00:00 AM,Unknown Punch Type,,734207-6/30/24 5:00 AM-,0 AM
799857,,6/30/2024 4:57:00 AM,Unknown Punch Type,,799857-6/30/24 4:57 AM-,
734207,,6/30/2024 8:00:00 AM,Unknown Punch Type,,734207-6/30/24 8:00 AM-,
799857,,6/30/2024 10:18:00 AM,Unknown Punch Type,,799857-6/30/24 10:18 AM-,
586964,,6/30/2024 5:00:00 AM,Unknown Punch Type,,586964-6/30/24 5:00 AM-,
773485,,6/30/2024 4:58:00 AM,Unknown Punch Type,,773485-6/30/24 4:58 AM-,
586964,,6/30/2024 2:00:00 PM,Unknown Punch Type,,586964-6/30/24 2:00 PM-,
770290,,6/30/2024 5:00:00 AM,Unknown Punch Type,,770290-6/30/24 5:00 AM-,
773485,,6/30/2024 10:31:00 AM,Unknown Punch Type,,773485-6/30/24 10:31 AM-,
770290,,6/30/2024 3:00:00 PM,Unknown Punch Type,,770290-6/30/24 3:00 PM-,
773536,,6/30/2024 4:58:00 AM,Unknown Punch Type,,773536-6/30/24 4:58 AM-,
749996,,6/30/2024 5:01:00 AM,Unknown Punch Type,,749996-6/30/24 5:01 AM-,
773536,,6/30/2024 10:00:00 AM,Unknown Punch Type,,773536-6/30/24 10:00 AM-,
749996,,6/30/2024 9:30:00 AM,Unknown Pu781631,,6/30/2024 4:58:00 AM,Unknown Punch Type,,781631-6/30/24 4:58 AM-,
781631,,6/30/2024 9:02:00 AM,Unknown Punch Type,,781631-6/30/24 9:02 AM-,
779718,,6/30/2024 4:58:00 AM,Unknown Punch Type,,779718-6/30/24 4:58 AM-,
779718,,6/30/2024 9:47:00 AM,Unknown Punch Type,,779718-6/30/24 9:47 AM-,
713651,,6/30/2024 4:58:00 AM,Unknown Punch Type,,713651-6/30/24 4:58 AM-,
nch Type,,749996-6/30/24 9:30 AM-,
515147,,6/30/2024 5:01:00 AM,Unknown Punch Type,,515147-6/30/24 5:01 AM-,
515147,,6/30/2024 7:32:00 AM,Unknown Punch Type,,515147-6/30/24 7:32 AM-,
683701,,6/30/2024 5:01:00 AM,Unknown Punch Type,,683701-6/30/24 5:01 AM-,
683701,,6/30/2024 9:17:00 AM,Unknown Punch Type,,683701-6/30/24 9:17 AM-,
586416,,6/30/2024 5:01:00 AM,Unknown Punch Type,,586416-6/30/24 5:01 AM-,
586416,,6/30/2024 7:33:00 AM,Unknown Punch Type,,586416-6/30/24 7:33 AM-,
603766,,6/30/2024 5:01:00 AM,Unknown Punch Type,,603766-6/30/24 5:01 AM-,
603766,,6/30/2024 10:55:00 AM,Unknown Punch Type,,603766-6/30/24 10:55 AM-,
752631,,6/30/2024 5:01:00 AM,Unknown Punch Type,,752631-6/30/24 5:01 AM-,
752631,,6/30/2024 9:59:00 AM,Unknown Punch Type,,752631-6/30/24 9:59 AM-,
797945,,6/30/2024 5:01:00 AM,Unknown Punch Type,,797945-6/30/24 5:01 AM-,
797945,,6/30/2024 7:30:00 AM,Unknown Punch Type,,797945-6/30/24 7:30 AM-,
774488,,6/30/2024 5:02:00 AM,Unknown Punch Type,,774488-6/30/24 5:02 AM-,
774488,,6/30/2024 10:01:00 AM,Unknown Punch Type,,774488-6/30/24 10:01 AM-,
768292,,6/30/2024 5:02:00 AM,Unknown Punch Type,,768292-6/30/24 5:02 AM-,
768292,,6/30/2024 9:00:00 AM,Unknown Punch Type,,768292-6/30/24 9:00 AM-,
519064,,6/30/2024 5:03:00 AM,Unknown Punch Type,,519064-6/30/24 5:03 AM-,
519064,,6/30/2024 9:02:00 AM,Unknown Punch Type,,519064-6/30/24 9:02 AM-,
750821,,6/30/2024 5:03:00 AM,Unknown Punch Type,,750821-6/30/24 5:03 AM-,
750821,,6/30/2024 9:40:00 AM,Unknown Punch Type,,750821-6/30/24 9:40 AM-,
746450,,6/30/2024 5:03:00 AM,Unknown Punch Type,,746450-6/30/24 5:03 AM-,
746450,,6/30/2024 9:45:00 AM,Unknown Punch Type,,746450-6/30/24 9:45 AM-,
732853,,6/30/2024 5:03:00 AM,Unknown Punch Type,,732853-6/30/24 5:03 AM-,
732853,,6/30/2024 10:01:00 AM,Unknown Punch Type,,732853-6/30/24 10:01 AM-,
706031,,6/30/2024 5:03:00 AM,Unknown Punch Type,,706031-6/30/24 5:03 AM-,
706031,,6/30/2024 9:05:00 AM,Unknown Punch Type,,706031-6/30/24 9:05 AM-,
767753,,6/30/2024 5:03:00 AM,Unknown Punch Type,,767753-6/30/24 5:03 AM-,
767753,,6/30/2024 9:05:00 AM,Unknown Punch Type,,767753-6/30/24 9:05 AM-,
778684,,6/30/2024 5:03:00 AM,Unknown Punch Type,,778684-6/30/24 5:03 AM-,
778684,,6/30/2024 9:04:00 AM,Unknown Punch Type,,778684-6/30/24 9:04 AM-,
786990,,6/30/2024 5:03:00 AM,Unknown Punch Type,,786990-6/30/24 5:03 AM-,
786990,,6/30/2024 10:00:00 AM,Unknown Punch Type,,786990-6/30/24 10:00 AM-,
799493,,6/30/2024 5:04:00 AM,Unknown Punch Type,,799493-6/30/24 5:04 AM-,
799493,,6/30/2024 10:00:00 AM,Unknown Punch Type,,799493-6/30/24 10:00 AM-,
800409,,6/30/2024 5:04:00 AM,Unknown Punch Type,,800409-6/30/24 5:04 AM-,
800409,,6/30/2024 10:02:00 AM,Unknown Punch Type,,800409-6/30/24 10:02 AM-,
806293,,6/30/2024 5:04:00 AM,Unknown Punch Type,,806293-6/30/24 5:04 AM-,
806293,,6/30/2024 8:56:00 AM,Unknown Punch Type,,806293-6/30/24 8:56 AM-,
768305,,6/30/2024 5:04:00 AM,Unknown Punch Type,,768305-6/30/24 5:04 AM-,
768305,,6/30/2024 9:26:00 AM,Unknown Punch Type,,768305-6/30/24 9:26 AM-,
745910,,6/30/2024 5:07:00 AM,Unknown Punch Type,,745910-6/30/24 5:07 AM-,
745910,,6/30/2024 12:26:00 PM,Unknown Punch Type,,745910-6/30/24 12:26 PM-,
804560,,6/30/2024 5:07:00 AM,Unknown Punch Type,,804560-6/30/24 5:07 AM-,
804560,,6/30/2024 1:13:00 PM,Unknown Punch Type,,804560-6/30/24 1:13 PM-,
820257,,6/30/2024 5:08:00 AM,Unknown Punch Type,,820257-6/30/24 5:08 AM-,
820257,,6/30/2024 12:30:00 PM,Unknown Punch Type,,820257-6/30/24 12:30 PM-,
806945,,6/30/2024 5:08:00 AM,Unknown Punch Type,,806945-6/30/24 5:08 AM-,
806945,,6/30/2024 12:06:00 PM,Unknown Punch Type,,806945-6/30/24 12:06 PM-,
741703,,6/30/2024 5:09:00 AM,Unknown Punch Type,,741703-6/30/24 5:0713651,,6/30/2024 11:27:00 AM,Unknown Punch Type,,713651-6/30/24 11:27 AM-,
210378,,6/30/2024 4:59:00 AM,Unknown Punch Type,,210378-6/30/24 4:59 AM-,
210378,,6/30/2024 11:20:00 AM,Unknown Punch Type,,210378-6/30/24 11:20 AM-,
709841,,6/30/2024 4:59:00 AM,Unknown Punch Type,,709841-6/30/24 4:59 AM-,
709841,,6/30/2024 9:05:00 AM,Unknown Punch Type,,709841-6/30/24 9:05 AM-,
829837,,6/30/2024 4:59:00 AM,Unknown Punch Type,,829837-6/30/24 4:59 AM-,
829837,,6/30/2024 9:46:00 AM,Unknown Punch Type,,829837-6/30/24 9:46 AM-,
799738,,6/30/2024 4:59:00 AM,Unknown Punch Type,,799738-6/30/24 4:59 AM-,
799738,,6/30/2024 10:06:00 AM,Unknown Punch Type,,799738-6/30/24 10:06 AM-,
833980,,6/30/2024 4:59:00 AM,Unknown Punch Type,,833980-6/30/24 4:59 AM-,
833980,,6/30/2024 9:02:00 AM,Unknown Punch Type,,833980-6/30/24 9:02 AM-,
9 AM-,
741703,,6/30/2024 6:39:00 AM,Unknown Punch Type,,741703-6/30/24 6:39 AM-,
835494,,6/30/2024 5:09:00 AM,Unknown Punch Type,,835494-6/30/24 5:09 AM-,
835494,,6/30/2024 10:00:00 AM,Unknown Punch Type,,835494-6/30/24 10:00 AM-,
522305,,6/30/2024 5:09:00 AM,Unknown Punch Type,,522305-6/30/24 5:09 AM-,
522305,,6/30/2024 9:42:00 AM,Unknown Punch Type,,522305-6/30/24 9:42 AM-,
797944,,6/30/2024 5:10:00 AM,Unknown Punch Type,,797944-6/30/24 5:10 AM-,
797944,,6/30/2024 8:02:00 AM,Unknown Punch Type,,797944-6/30/24 8:02 AM-,
708263,,6/30/2024 5:14:00 AM,Unknown Punch Type,,708263-6/30/24 5:14 AM-,
708263,,6/30/2024 9:04:00 AM,Unknown Punch Type,,708263-6/30/24 9:04 AM-,
771038,,6/30/2024 5:14:00 AM,Unknown Punch Type,,771038-6/30/24 5:14 AM-,
771038,,6/30/2024 9:03:00 AM,Unknown Punch Type,,771038-6/30/24 9:03 AM-,
715126,,6/30/2024 5:15:00 AM,Unknown Punch Type,,715126-6/30/24 5:15 AM-,
715126,,6/30/2024 10:00:00 AM,Unknown Punch Type,,715126-6/30/24 10:00 AM-,
734513,,6/30/2024 5:19:00 AM,Unknown Punch Type,,734513-6/30/24 5:19 AM-,
734513,,6/30/2024 10:09:00 AM,Unknown Punch Type,,734513-6/30/24 10:09 AM-,
769948,,6/30/2024 5:28:00 AM,Unknown Punch Type,,769948-6/30/24 5:28 AM-,
769948,,6/30/2024 9:57:00 AM,Unknown Punch Type,,769948-6/30/24 9:57 AM-,
836491,,6/30/2024 5:28:00 AM,Unknown Punch Type,,836491-6/30/24 5:28 AM-,
836491,,6/30/2024 9:40:00 AM,Unknown Punch Type,,836491-6/30/24 9:40 AM-,
803082,,6/30/2024 5:28:00 AM,Unknown Punch Type,,803082-6/30/24 5:28 AM-,
803082,,6/30/2024 12:56:00 PM,Unknown Punch Type,,803082-6/30/24 12:56 PM-,
789675,,6/30/2024 5:30:00 AM,Unknown Punch Type,,789675-6/30/24 5:30 AM-,
789675,,6/30/2024 9:01:00 AM,Unknown Punch Type,,789675-6/30/24 9:01 AM-,
623324,,6/30/2024 5:30:00 AM,Unknown Punch Type,,623324-6/30/24 5:30 AM-,
623324,,6/30/2024 11:00:00 AM,Unknown Punch Type,,623324-6/30/24 11:00 AM-,
602434,,6/30/2024 5:30:00 AM,Unknown Punch Type,,602434-6/30/24 5:30 AM-,
602434,,6/30/2024 10:00:00 AM,Unknown Punch Type,,602434-6/30/24 10:00 AM-,
796508,,6/30/2024 5:57:00 AM,Unknown Punch Type,,796508-6/30/24 5:57 AM-,
796508,,6/30/2024 10:22:00 AM,Unknown Punch Type,,796508-6/30/24 10:22 AM-,
803665,,6/30/2024 5:57:00 AM,Unknown Punch Type,,803665-6/30/24 5:57 AM-,
803665,,6/30/2024 10:07:00 AM,Unknown Punch Type,,803665-6/30/24 10:07 AM-,
793214,,6/30/2024 5:57:00 AM,Unknown Punch Type,,793214-6/30/24 5:57 AM-,
793214,,6/30/2024 10:11:00 AM,Unknown Punch Type,,793214-6/30/24 10:11 AM-,
833626,,6/30/2024 5:57:00 AM,Unknown Punch Type,,833626-6/30/24 5:57 AM-,
833626,,6/30/2024 10:31:00 AM,Unknown Punch Type,,833626-6/30/24 10:31 AM-,
732039,,6/30/2024 5:57:00 AM,Unknown Punch Type,,732039-6/30/24 5:57 AM-,
732039,,6/30/2024 11:20:00 AM,Unknown Punch Type,,732039-6/30/24 11:20 AM-,
747286,,6/30/2024 5:57:00 AM,Unknown Punch Type,,747286-6/30/24 5:57 AM-,
747286,,6/30/2024 10:39:00 AM,Unknown Punch Type,,747286-6/30/24 10:39 AM-,
528184,,6/30/2024 5:57:00 AM,Unknown Punch Type,,528184-6/30/24 5:57 AM-,
528184,,6/30/2024 10:28:00 AM,Unknown Punch Type,,528184-6/30/24 10:28 AM-,
594970,,6/30/2024 5:57:00 AM,Unknown Punch Type,,594970-6/30/24 5:57 AM-,
594970,,6/30/2024 10:56:00 AM,Unknown Punch Type,,594970-6/30/24 10:56 AM-,
666682,,6/30/2024 5:57:00 AM,Unknown Punch Type,,666682-6/30/24 5:57 AM-,
666682,,6/30/2024 10:01:00 AM,Unknown Punch Type,,666682-6/30/24 10:01 AM-,
749757,,6/30/2024 5:57:00 AM,Unknown Punch Type,,749757-6/30/24 5:57 AM-,
749757,,6/30/2024 11:04:00 AM,Unknown Punch Type,,749757-6/30/24 11:04 AM-,
838627,SHIP CENTER IN/062032/////,6/30/2024 5:57:00 AM,Unknown Punch Type,,838627-6/30/24 5:57 AM-SHIP CENTER IN/062032/////,
838627,,6/30/2024 12:01:00 PM,Unknown Punch Type,,838627-6/30/24 12:01 PM-,
838625,SHIP CENTER IN/062032/////,6/30/2024 5:57:00 AM,Unknown Punch Type,,838625-6/30/24 5:57 AM-SHIP CENTER IN/062032/////,
838625,,6/30/2024 12:01:00 PM,Unknown Punch Type,,838625-6/30/24 12:01 PM-,
712794,,6/30/2024 5:58:00 AM,Unknown Punch Type,,712794-6/30/24 5:58 AM-,
712794,,6/30/2024 12:22:00 PM,Unknown Punch Type,,712794-6/30/24 12:22 PM-,
734583,,6/30/2024 5:58:00 AM,Unknown Punch Type,,734583-6/30/24 5:58 AM-,
734583,,6/30/2024 10:10:00 AM,Unknown Punch Type,,734583-6/30/24 10:10 AM-,
600052,,6/30/2024 5:58:00 AM,Unknown Punch Type,,600052-6/30/24 5:58 AM-,
600052,,6/30/2024 11:48:00 AM,Unknown Punch Type,,600052-6/30/24 11:48 AM-,
721067,,6/30/2024 5:58:00 AM,Unknown Punch Type,,721067-6/30/24 5:58 AM-,
721067,,6/30/2024 10:31:00 AM,Unknown Punch Type,,721067-6/30/24 10:31 AM-,
836320,,6/30/2024 5:58:00 AM,Unknown Punch Type,,836320-6/30/24 5:58 AM-,
836320,,6/30/2024 9:34:00 AM,Unknown Punch Type,,836320-6/30/24 9:34 AM-,
823997,,6/30/2024 5:58:00 AM,Unknown Punch Type,,823997-6/30/24 5:58 AM-,
823997,,6/30/2024 10:17:00 AM,Unknown Punch Type,,823997-6/30/24 10:17 AM-,
817160,,6/30/2024 5:58:00 AM,Unknown Punch Type,,817160-6/30/24 5:58 AM-,
817160,,6/30/2024 10:40:00 AM,Unknown Punch Type,,817160-6/30/24 10:40 AM-,
834103,,6/30/2024 5:58:00 AM,Unknown Punch Type,,834103-6/30/24 5:58 AM-,
834103,,6/30/2024 10:43:00 AM,Unknown Punch Type,,834103-6/30/24 10:43 AM-,
817132,,6/30/2024 5:58:00 AM,Unknown Punch Type,,817132-6/30/24 5:58 AM-,
817132,,6/30/2024 10:08:00 AM,Unknown Punch Type,,817132-6/30/24 10:08 AM-,
834355,,6/30/2024 5:58:00 AM,Unknown Punch Type,,834355-6/30/24 5:58 AM-,
834355,,6/30/2024 11:27:00 AM,Unknown Punch Type,,834355-6/30/24 11:27 AM-,
800350,,6/30/2024 5:58:00 AM,Unknown Punch Type,,800350-6/30/24 5:58 AM-,
800350,,6/30/2024 9:33:00 AM,Unknown Punch Type,,800350-6/30/24 9:33 AM-,
801816,,6/30/2024 5:58:00 AM,Unknown Punch Type,,801816-6/30/24 5:58 AM-,
801816,,6/30/2024 10:32:00 AM,Unknown Punch Type,,801816-6/30/24 10:32 AM-,
830046,,6/30/2024 5:58:00 AM,Unknown Punch Type,,830046-6/30/24 5:58 AM-,
830046,,6/30/2024 10:12:00 AM,Unknown Punch Type,,830046-6/30/24 10:12 AM-,
825652,,6/30/2024 5:58:00 AM,Unknown Punch Type,,825652-6/30/24 5:58 AM-,
825652,,6/30/2024 2:09:00 PM,Unknown Punch Type,,825652-6/30/24 2:09 PM-,
780657,,6/30/2024 5:58:00 AM,Unknown Punch Type,,780657-6/30/24 5:58 AM-,
780657,,6/30/2024 10:01:00 AM,Unknown Punch Type,,780657-6/30/24 10:01 AM-,
788905,,6/30/2024 5:58:00 AM,Unknown Punch Type,,788905-6/30/24 5:58 AM-,
788905,,6/30/2024 10:09:00 AM,Unknown Punch Type,,788905-6/30/24 10:09 AM-,
788251,,6/30/2024 5:59:00 AM,Unknown Punch Type,,788251-6/30/24 5:59 AM-,
788251,,6/30/2024 9:00:00 AM,Unknown Punch Type,,788251-6/30/24 9:00 AM-,
781323,,6/30/2024 5:59:00 AM,Unknown Punch Type,,781323-6/30/24 5:59 AM-,
781323,,6/30/2024 10:01:00 AM,Unknown Punch Type,,781323-6/30/24 10:01 AM-,
799685,,6/30/2024 5:59:00 AM,Unknown Punch Type,,799685-6/30/24 5:59 AM-,
799685,,6/30/2024 10:04:00 AM,Unknown Punch Type,,799685-6/30/24 10:04 AM-,
828190,,6/30/2024 5:59:00 AM,Unknown Punch Type,,828190-6/30/24 5:59 AM-,
828190,,6/30/2024 3:33:00 PM,Unknown Punch Type,,828190-6/30/24 3:33 PM-,
833288,,6/30/2024 5:59:00 AM,Unknown Punch Type,,833288-6/30/24 5:59 AM-,
833288,,6/30/2024 9:47:00 AM,Unknown Punch Type,,833288-6/30/24 9:47 AM-,
782926,,6/30/2024 5:59:00 AM,Unknown Punch Type,,782926-6/30/24 5:59 AM-,
782926,,6/30/2024 10:34:00 AM,Unknown Punch Type,,782926-6/30/24 10:34 AM-,
795248,,6/30/2024 5:59:00 AM,Unknown Punch Type,,795248-6/30/24 5:59 AM-,
