Employee ID,Date/time,Labor Level Transfer,Work Rule Transfer,,Punch Type,Time Zone ID,Comment (dropdown),Comment note (optional)
760526,6/30/24 5:45 AM,,,,New Shift,134041,,
760526,6/30/24 10:26 AM,,,,Out Punch,134041,,
838998,6/30/24 5:45 AM,,,,New Shift,134041,,
838998,6/30/24 9:00 AM,,,,Out Punch,134041,,
789626,6/30/24 5:46 AM,,,,New Shift,134061,,
789626,6/30/24 10:08 AM,,,,Out Punch,134061,,
607837,6/30/24 5:47 AM,,,,New Shift,134071,,
607837,6/30/24 12:43 PM,,,,Out Punch,134071,,
787836,6/30/24 5:48 AM,,,,New Shift,134111,,
787836,6/30/24 2:42 PM,,,,Out Punch,134111,,
218033,6/30/24 5:49 AM,,,,New Shift,134111,,
218033,6/30/24 8:25 AM,,,,Out Punch,134111,,
733208,6/30/24 5:50 AM,,,,New Shift,134041,,
733208,6/30/24 9:34 AM,,,,Out Punch,134041,,
776608,6/30/24 5:50 AM,,,,New Shift,134071,,
776608,6/30/24 1:18 PM,,,,Out Punch,134071,,
824584,6/30/24 5:52 AM,,,,New Shift,134041,,
824584,6/30/24 11:09 AM,,,,Out Punch,134041,,
772204,6/30/24 5:52 AM,,,,New Shift,134041,,
772204,6/30/24 10:39 AM,,,,Out Punch,134041,,
769858,6/30/24 5:52 AM,,,,New Shift,134111,,
769858,6/30/24 1:08 PM,,,,Out Punch,134111,,
589592,6/30/24 5:52 AM,,,,New Shift,134111,,
589592,6/30/24 11:06 AM,,,,Out Punch,134111,,
729442,6/30/24 5:53 AM,,,,New Shift,134071,,
729442,6/30/24 11:47 AM,,,,Out Punch,134071,,
782684,6/30/24 5:53 AM,SHIP CENTER IN/062032/////,,,New Shift,134111,,
782684,6/30/24 12:02 PM,,,,Out Punch,134111,,
782666,6/30/24 5:53 AM,SHIP CENTER IN/062032/////,,,New Shift,134111,,
782666,6/30/24 12:02 PM,,,,Out Punch,134111,,
785546,6/30/24 5:53 AM,,,,New Shift,134111,,
785546,6/30/24 1:07 PM,,,,Out Punch,134111,,
611287,6/30/24 5:53 AM,,,,New Shift,134061,,
611287,6/30/24 11:10 AM,,,,Out Punch,134061,,
831995,6/30/24 5:54 AM,,,,New Shift,134111,,
831995,6/30/24 10:07 AM,,,,Out Punch,134111,,
774410,6/30/24 5:55 AM,,,,New Shift,134111,,
774410,6/30/24 2:08 PM,,,,Out Punch,134111,,
814573,6/30/24 5:55 AM,,,,New Shift,134111,,
814573,6/30/24 12:00 PM,,,,Out Punch,134111,,
829516,6/30/24 5:55 AM,,,,New Shift,134071,,
829516,6/30/24 10:04 AM,,,,Out Punch,134071,,
571907,6/30/24 5:55 AM,,,,New Shift,134111,,
571907,6/30/24 1:03 PM,,,,Out Punch,134111,,
765971,6/30/24 5:55 AM,,,,New Shift,134111,,
765971,6/30/24 12:15 PM,,,,Out Punch,134111,,
649545,6/30/24 5:55 AM,,,,New Shift,134041,,
649545,6/30/24 10:17 AM,,,,Out Punch,134041,,
745803,6/30/24 5:55 AM,SHIP CENTER IN/062082/////,,,New Shift,134111,,
745803,6/30/24 12:00 PM,,,,Out Punch,134111,,
753808,6/30/24 5:55 AM,,,,New Shift,134111,,
753808,6/30/24 10:28 AM,,,,Out Punch,134111,,
597633,6/30/24 5:55 AM,,,,New Shift,134041,,
597633,6/30/24 10:02 AM,,,,Out Punch,134041,,
593445,6/30/24 5:56 AM,,,,New Shift,134111,,
593445,6/30/24 9:14 AM,,,,Out Punch,134111,,
786285,6/30/24 5:56 AM,SHIP CENTER IN/062082/////,,,New Shift,134111,,
786285,6/30/24 12:01 PM,,,,Out Punch,134111,,
786284,6/30/24 5:56 AM,SHIP CENTER IN/062032/////,,,New Shift,134111,,
786284,6/30/24 12:05 PM,,,,Out Punch,134111,,
502420,6/30/24 5:56 AM,,,,New Shift,134111,,
502420,6/30/24 1:00 PM,,,,Out Punch,134111,,
568201,6/30/24 5:56 AM,,,,New Shift,134071,,
568201,6/30/24 10:01 AM,,,,Out Punch,134071,,
590850,6/30/24 5:56 AM,,,,New Shift,134041,,
590850,6/30/24 9:32 AM,,,,Out Punch,134041,,
540046,6/30/24 5:56 AM,,,,New Shift,134111,,
540046,6/30/24 1:01 PM,,,,Out Punch,134111,,
729863,6/30/24 5:56 AM,,,,New Shift,134041,,
729863,6/30/24 7:31 AM,,,,Out Punch,134041,,
793862,6/30/24 5:56 AM,,,,New Shift,130050,,
793862,6/30/24 10:10 AM,,,,Out Punch,130050,,
786229,6/30/24 5:56 AM,,,,New Shift,134111,,
786229,6/30/24 12:01 PM,,,,Out Punch,134111,,
809604,6/30/24 5:56 AM,,,,New Shift,134111,,
809604,6/30/24 10:06 AM,,,,Out Punch,134111,,
787439,6/30/24 5:57 AM,,,,New Shift,134111,,
787439,6/30/24 10:07 AM,,,,Out Punch,134111,,
829823,6/30/24 5:57 AM,,,,New Shift,134071,,
829823,6/30/24 9:24 AM,,,,Out Punch,134071,,
779553,6/30/24 5:57 AM,,,,New Shift,134071,,
779553,6/30/24 12:02 PM,,,,Out Punch,134071,,
796508,6/30/24 5:57 AM,,,,New Shift,134071,,
796508,6/30/24 10:22 AM,,,,Out Punch,134071,,
803665,6/30/24 5:57 AM,,,,New Shift,134041,,
803665,6/30/24 10:07 AM,,,,Out Punch,134041,,
793214,6/30/24 5:57 AM,,,,New Shift,134041,,
793214,6/30/24 10:11 AM,,,,Out Punch,134041,,
833626,6/30/24 5:57 AM,,,,New Shift,134041,,
833626,6/30/24 10:31 AM,,,,Out Punch,134041,,
732039,6/30/24 5:57 AM,,,,New Shift,134041,,
732039,6/30/24 11:20 AM,,,,Out Punch,134041,,
747286,6/30/24 5:57 AM,,,,New Shift,134041,,
747286,6/30/24 10:39 AM,,,,Out Punch,134041,,
528184,6/30/24 5:57 AM,,,,New Shift,134041,,
528184,6/30/24 10:28 AM,,,,Out Punch,134041,,
594970,6/30/24 5:57 AM,,,,New Shift,134041,,
594970,6/30/24 10:56 AM,,,,Out Punch,134041,,
666682,6/30/24 5:57 AM,,,,New Shift,134071,,
666682,6/30/24 10:01 AM,,,,Out Punch,134071,,
749757,6/30/24 5:57 AM,,,,New Shift,130050,,
749757,6/30/24 11:04 AM,,,,Out Punch,130050,,
838627,6/30/24 5:57 AM,SHIP CENTER IN/062032/////,,,New Shift,134111,,
838627,6/30/24 12:01 PM,,,,Out Punch,134111,,
838625,6/30/24 5:57 AM,SHIP CENTER IN/062032/////,,,New Shift,134111,,
838625,6/30/24 12:01 PM,,,,Out Punch,134111,,
712794,6/30/24 5:58 AM,,,,New Shift,134111,,
712794,6/30/24 12:22 PM,,,,Out Punch,134111,,
734583,6/30/24 5:58 AM,,,,New Shift,134071,,
734583,6/30/24 10:10 AM,,,,Out Punch,134071,,
600052,6/30/24 5:58 AM,,,,New Shift,134071,,
600052,6/30/24 11:48 AM,,,,Out Punch,134071,,
721067,6/30/24 5:58 AM,,,,New Shift,134041,,
721067,6/30/24 10:31 AM,,,,Out Punch,134041,,
836320,6/30/24 5:58 AM,,,,New Shift,134041,,
836320,6/30/24 9:34 AM,,,,Out Punch,134041,,
823997,6/30/24 5:58 AM,,,,New Shift,134041,,
823997,6/30/24 10:17 AM,,,,Out Punch,134041,,
817160,6/30/24 5:58 AM,,,,New Shift,134041,,
817160,6/30/24 10:40 AM,,,,Out Punch,134041,,
834103,6/30/24 5:58 AM,,,,New Shift,134041,,
834103,6/30/24 10:43 AM,,,,Out Punch,134041,,
817132,6/30/24 5:58 AM,,,,New Shift,134041,,
817132,6/30/24 10:08 AM,,,,Out Punch,134041,,
834355,6/30/24 5:58 AM,,,,New Shift,134071,,
834355,6/30/24 11:27 AM,,,,Out Punch,134071,,
800350,6/30/24 5:58 AM,,,,New Shift,134041,,
800350,6/30/24 9:33 AM,,,,Out Punch,134041,,
801816,6/30/24 5:58 AM,,,,New Shift,134111,,
801816,6/30/24 10:32 AM,,,,Out Punch,134111,,
830046,6/30/24 5:58 AM,,,,New Shift,134071,,
830046,6/30/24 10:12 AM,,,,Out Punch,134071,,
825652,6/30/24 5:58 AM,,,,New Shift,134071,,
825652,6/30/24 2:09 PM,,,,Out Punch,134071,,
780657,6/30/24 5:58 AM,,,,New Shift,134111,,
780657,6/30/24 10:01 AM,,,,Out Punch,134111,,
788905,6/30/24 5:58 AM,,,,New Shift,134111,,
788905,6/30/24 10:09 AM,,,,Out Punch,134111,,
788251,6/30/24 5:59 AM,,,,New Shift,134071,,
788251,6/30/24 9:00 AM,,,,Out Punch,134071,,
781323,6/30/24 5:59 AM,,,,New Shift,134041,,
781323,6/30/24 10:01 AM,,,,Out Punch,134041,,
799685,6/30/24 5:59 AM,,,,New Shift,134041,,
799685,6/30/24 10:04 AM,,,,Out Punch,134041,,
828190,6/30/24 5:59 AM,,,,New Shift,134071,,
828190,6/30/24 3:33 PM,,,,Out Punch,134071,,
833288,6/30/24 5:59 AM,,,,New Shift,134061,,
833288,6/30/24 9:47 AM,,,,Out Punch,134061,,
782926,6/30/24 5:59 AM,,,,New Shift,134041,,
782926,6/30/24 10:34 AM,,,,Out Punch,134041,,
795248,6/30/24 5:59 AM,,,,New Shift,130050,,
795248,6/30/24 9:34 AM,,,,Out Punch,130050,,
834185,6/30/24 5:59 AM,,,,New Shift,134041,,
834185,6/30/24 10:32 AM,,,,Out Punch,134041,,
776003,6/30/24 5:59 AM,,,,New Shift,134041,,
776003,6/30/24 10:47 AM,,,,Out Punch,134041,,
810993,6/30/24 5:59 AM,,,,New Shift,134041,,
810993,6/30/24 10:16 AM,,,,Out Punch,134041,,
798791,6/30/24 5:59 AM,,,,New Shift,134041,,
798791,6/30/24 10:06 AM,,,,Out Punch,134041,,
789140,6/30/24 5:59 AM,,,,New Shift,134041,,
789140,6/30/24 10:39 AM,,,,Out Punch,134041,,
837024,6/30/24 5:59 AM,,,,New Shift,134041,,
837024,6/30/24 10:00 AM,,,,Out Punch,134041,,
760118,6/30/24 5:59 AM,,,,New Shift,134041,,
760118,6/30/24 10:30 AM,,,,Out Punch,134041,,
641122,6/30/24 5:59 AM,,,,New Shift,134071,,
641122,6/30/24 10:54 AM,,,,Out Punch,134071,,
705672,6/30/24 5:59 AM,,,,New Shift,134041,,
705672,6/30/24 10:08 AM,,,,Out Punch,134041,,
767012,6/30/24 5:59 AM,,,,New Shift,134041,,
767012,6/30/24 10:08 AM,,,,Out Punch,134041,,
749108,6/30/24 5:59 AM,,,,New Shift,134041,,
749108,6/30/24 10:05 AM,,,,Out Punch,134041,,
713156,6/30/24 5:59 AM,,,,New Shift,134041,,
713156,6/30/24 10:26 AM,,,,Out Punch,134041,,
685560,6/30/24 5:59 AM,,,,New Shift,134071,,
685560,6/30/24 10:29 AM,,,,Out Punch,134071,,
610357,6/30/24 5:59 AM,,,,New Shift,134111,,
610357,6/30/24 11:06 AM,,,,Out Punch,134111,,
535215,6/30/24 5:59 AM,,,,New Shift,134111,,
535215,6/30/24 1:59 PM,,,,Out Punch,134111,,
827507,6/30/24 5:59 AM,SHIP CENTER IN/062032/////,,,New Shift,134111,,
827507,6/30/24 12:01 PM,,,,Out Punch,134111,,
823988,6/30/24 5:59 AM,SHIP CENTER IN/062032/////,,,New Shift,134111,,
823988,6/30/24 12:00 PM,,,,Out Punch,134111,,
838624,6/30/24 5:59 AM,SHIP CENTER IN/062032/////,,,New Shift,134111,,
838624,6/30/24 12:01 PM,,,,Out Punch,134111,,
825508,6/30/24 5:59 AM,SHIP CENTER IN/062032/////,,,New Shift,134111,,
825508,6/30/24 12:01 PM,,,,Out Punch,134111,,
827401,6/30/24 5:59 AM,SHIP CENTER IN/062032/////,,,New Shift,134111,,
827401,6/30/24 12:00 PM,,,,Out Punch,134111,,
451521,6/30/24 6:00 AM,,,,New Shift,134071,,
451521,6/30/24 10:00 AM,,,,Out Punch,134071,,
529262,6/30/24 6:00 AM,,,,New Shift,134071,,
529262,6/30/24 3:00 PM,,,,Out Punch,134071,,
305377,6/30/24 6:00 AM,,,,New Shift,134111,,
305377,6/30/24 12:30 PM,,,,Out Punch,134111,,
771313,6/30/24 6:00 AM,,,,New Shift,134061,,
771313,6/30/24 12:53 PM,,,,Out Punch,134061,,
550378,6/30/24 6:00 AM,,,,New Shift,134111,,
550378,6/30/24 11:00 AM,,,,Out Punch,134111,,
560645,6/30/24 6:00 AM,,,,New Shift,134111,,
560645,6/30/24 12:06 PM,,,,Out Punch,134111,,
618764,6/30/24 6:00 AM,,,,New Shift,134111,,
618764,6/30/24 11:08 AM,,,,Out Punch,134111,,
603029,6/30/24 6:00 AM,,,,New Shift,134071,,
603029,6/30/24 1:00 PM,,,,Out Punch,134071,,
750147,6/30/24 6:00 AM,,,,New Shift,134071,,
750147,6/30/24 10:00 AM,,,,Out Punch,134071,,
743992,6/30/24 6:00 AM,,,,New Shift,130050,,
743992,6/30/24 3:00 PM,,,,Out Punch,130050,,
657059,6/30/24 6:00 AM,,,,New Shift,134111,,
657059,6/30/24 10:00 AM,,,,Out Punch,134111,,
704577,6/30/24 6:00 AM,,,,New Shift,134061,,
704577,6/30/24 3:00 PM,,,,Out Punch,134061,,
751431,6/30/24 6:00 AM,,,,New Shift,134071,,
751431,6/30/24 9:31 AM,,,,Out Punch,134071,,
733707,6/30/24 6:00 AM,,,,New Shift,134111,,
733707,6/30/24 2:04 PM,,,,Out Punch,134111,,
723841,6/30/24 6:00 AM,,,,New Shift,134061,,
723841,6/30/24 2:38 PM,,,,Out Punch,134061,,
556508,6/30/24 6:00 AM,,,,New Shift,134111,,
556508,6/30/24 9:46 AM,,,,Out Punch,134111,,
613165,6/30/24 6:00 AM,,,,New Shift,134041,,
613165,6/30/24 10:02 AM,,,,Out Punch,134041,,
736918,6/30/24 6:00 AM,,,,New Shift,134061,,
736918,6/30/24 1:00 PM,,,,Out Punch,134061,,
742093,6/30/24 6:00 AM,,,,New Shift,134071,,
742093,6/30/24 10:03 AM,,,,Out Punch,134071,,
744134,6/30/24 6:00 AM,,,,New Shift,134041,,
744134,6/30/24 10:42 AM,,,,Out Punch,134041,,
552314,6/30/24 6:00 AM,,,,New Shift,134041,,
552314,6/30/24 10:34 AM,,,,Out Punch,134041,,
700548,6/30/24 6:00 AM,,,,New Shift,134041,,
700548,6/30/24 10:42 AM,,,,Out Punch,134041,,
756881,6/30/24 6:00 AM,,,,New Shift,134041,,
756881,6/30/24 10:28 AM,,,,Out Punch,134041,,
743609,6/30/24 6:00 AM,,,,New Shift,134041,,
743609,6/30/24 10:09 AM,,,,Out Punch,134041,,
771237,6/30/24 6:00 AM,,,,New Shift,134041,,
771237,6/30/24 10:50 AM,,,,Out Punch,134041,,
689620,6/30/24 6:00 AM,,,,New Shift,134041,,
689620,6/30/24 9:28 AM,,,,Out Punch,134041,,
531891,6/30/24 6:00 AM,,,,New Shift,134041,,
